OFFENSE_CODE_GROUP,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET
Motor Vehicle Accident Response,C11,366,2018,6,Saturday,23,SHEPTON ST
Medical Assistance,E5,822,2018,7,Tuesday,22,GEORGETOWNE DR
Investigate Person,E18, ,2018,7,Tuesday,23,CLARE AVE
Other,A15,54,2018,7,Tuesday,22,EDEN ST
Larceny,A15,54,2018,7,Tuesday,22,EDEN ST
Simple Assault,C6,201,2018,7,Tuesday,22,ATHENS ST
Larceny,C11,462,2018,7,Tuesday,22,GENEVA AVE
Auto Theft,B3,436,2018,7,Tuesday,22,NORFOLK ST
Recovered Stolen Property,B3,436,2018,7,Tuesday,22,NORFOLK ST
Warrant Arrests,C11,255,2018,7,Tuesday,21,DORCHESTER AVE
Residential Burglary,C6,193,2018,7,Tuesday,21,WARD ST
Investigate Person,B3,464,2018,7,Tuesday,21,BLUE HILL AVE
Medical Assistance,B2, ,2018,7,Tuesday,22,BROOK AVE
Larceny,C11,460,2018,7,Tuesday,21,WASHINGTON ST
Larceny,A1,64,2018,7,Tuesday,20,FRUIT ST
Other,C11,336,2018,7,Tuesday,21,COLUMBIA TER
Motor Vehicle Accident Response,B2,326,2018,7,Tuesday,15,BLUE HILL AVE
Larceny,D4,171,2018,7,Tuesday,20,HARRISON AVE
Larceny,A1,104,2018,7,Tuesday,20,WASHINGTON ST
Harassment,E5,675,2018,7,Tuesday,20,CONGREVE ST
Aggravated Assault,C11,388,2018,7,Tuesday,21,DORCHESTER AVE
Medical Assistance,B3, ,2018,7,Tuesday,21,BLUE HILL AVE
Medical Assistance,B3,466,2018,7,Tuesday,21,GOODALE RD
Verbal Disputes,B2,309,2018,7,Tuesday,20,N CHARLAME CT
Medical Assistance,A1,95,2018,7,Tuesday,20,STATE ST
Simple Assault,C11,337,2018,7,Tuesday,21,ROCK TER
Medical Assistance,A1, ,2018,7,Tuesday,20,OTIS ST
Motor Vehicle Accident Response,C11, ,2018,7,Tuesday,21,FREEPORT ST
Simple Assault,B2,329,2018,7,Tuesday,21,DEVON ST
Investigate Property,B2,280,2018,7,Tuesday,20,WASHINGTON ST
Simple Assault,B2,181,2018,7,Tuesday,20,CLARENCE ST
Verbal Disputes,B2,181,2018,7,Tuesday,20,CLARENCE ST
Drug Violation,C11,361,2018,7,Tuesday,19,SHARP ST
Investigate Property,C6,936,2018,7,Tuesday,20,ORTON-MAROTTA WAY
Investigate Person,B3,944,2018,7,Tuesday,19,AMES ST
Medical Assistance,B3,431,2018,7,Tuesday,19,ARBUTUS ST
Verbal Disputes,C11,337,2018,7,Tuesday,20,DEVON ST
Investigate Person,B3,434,2018,7,Tuesday,20,NORFOLK ST
Harassment,E13,509,2018,7,Tuesday,20,WALK HILL ST
Larceny,E18,490,2018,7,Tuesday,20,AMERICAN LEGION HWY
Drug Violation,E18,490,2018,7,Tuesday,20,AMERICAN LEGION HWY
Larceny,D4,138,2018,7,Tuesday,19,NEWBURY ST
Larceny,C11, ,2018,7,Tuesday,20,DORCHESTER AVE
Drug Violation,D4,149,2018,7,Tuesday,20,COLUMBUS AVE
Drug Violation,D4,149,2018,7,Tuesday,20,COLUMBUS AVE
Medical Assistance,C11,397,2018,7,Tuesday,20,CENTRE ST
Drug Violation,A1, ,2018,7,Tuesday,20,BOYLSTON ST
Drug Violation,A1, ,2018,7,Tuesday,20,BOYLSTON ST
Drug Violation,A1,63,2018,7,Tuesday,20,NEW SUDBURY ST
Violations,B2,282,2018,7,Tuesday,19,DUDLEY ST
Simple Assault,C11,357,2018,7,Tuesday,19,GENEVA AVE
Motor Vehicle Accident Response,E13,510,2018,7,Tuesday,7,WASHINGTON ST
Medical Assistance,B3,417,2018,7,Tuesday,19,STOCKTON ST
Motor Vehicle Accident Response,E18, ,2018,7,Tuesday,19,AMERICAN LEGION HWY
Robbery,B2,325,2018,7,Tuesday,19,DOVE ST
Simple Assault,B2,325,2018,7,Tuesday,19,DOVE ST
Other,D4,141,2018,7,Tuesday,19,NEWBURY ST
Larceny,E18,493,2018,7,Tuesday,18,RIVER ST
Verbal Disputes,A7,25,2018,7,Tuesday,18,FALCON ST
Medical Assistance,A7,27,2018,7,Tuesday,19,PARIS ST
Motor Vehicle Accident Response,D4,283,2018,7,Tuesday,17,HUNTINGTON AVE
Medical Assistance,D4,163,2018,7,Tuesday,18,SHAWMUT AVE
Investigate Person,A7,12,2018,7,Tuesday,19,WORDSWORTH ST
Larceny,A1,67,2018,7,Tuesday,8,IRVING ST
Offenses Against Child / Family,C6,915,2018,7,Tuesday,17,COLUMBIA RD
Warrant Arrests,B2,269,2018,7,Tuesday,18,FARNHAM ST
Medical Assistance,E18,529,2018,7,Tuesday,18,SANFORD ST
Drug Violation,C11,403,2018,7,Tuesday,18,DORCHESTER AVE
Confidence Games,D4,617,2018,7,Tuesday,11,MUSEUM RD
Larceny,B2,276,2018,7,Tuesday,18,MELNEA CASS BLVD
Vandalism,B2,276,2018,7,Tuesday,18,MELNEA CASS BLVD
Simple Assault,B2,276,2018,7,Tuesday,18,MELNEA CASS BLVD
Motor Vehicle Accident Response,D14,765,2018,7,Tuesday,18,FANEUIL ST
Missing Person Located,E18,499,2018,7,Tuesday,16,NAVARRE ST
Medical Assistance,B2,329,2018,7,Tuesday,18,BLUE HILL AVE
Other,B2,329,2018,7,Tuesday,18,BLUE HILL AVE
Investigate Person,B3,908,2018,7,Tuesday,17,FRANKLIN HILL AVE
Motor Vehicle Accident Response,A1,66,2018,6,Saturday,12,CHARLES ST
Property Found,D4,153,2018,7,Tuesday,16,PEMBROKE ST
Verbal Disputes,E5,561,2018,7,Tuesday,17,RIDGE ST
Investigate Person,B2,324,2018,7,Tuesday,17,DANUBE ST
Motor Vehicle Accident Response,B2,320,2018,7,Tuesday,17,BLUE HILL AVE
Fraud,D14,766,2018,7,Monday,18,CRESTHILL RD
Medical Assistance,E13,307,2018,7,Tuesday,17,COLUMBUS AVE
Firearm Violations,A1,120,2018,7,Tuesday,16,BOYLSTON ST
Firearm Discovery,A1,120,2018,7,Tuesday,16,BOYLSTON ST
Offenses Against Child / Family,C6,915,2018,7,Tuesday,17,REV RICHARD A BURKE ST
Medical Assistance,B3,463,2018,7,Tuesday,17,ANGELL ST
Investigate Property,A15,38,2018,7,Tuesday,17,FIRST AVE
Robbery,A7,28,2018,7,Tuesday,17,HAVRE ST
Motor Vehicle Accident Response,E18,521,2018,7,Tuesday,17,HYDE PARK AVE
Counterfeiting,B2,593,2018,7,Tuesday,14,LONGWOOD AVE
Larceny,C6,186,2018,7,Tuesday,16,ALLSTATE RD
Medical Assistance,E18,528,2018,7,Tuesday,15,SPRAGUE ST
Larceny,B2, ,2018,7,Tuesday,16,CORNELIA CT
Other,B2, ,2018,7,Tuesday,16,CORNELIA CT
Vandalism,B2,304,2018,7,Tuesday,12,WEAVER WAY
Violations,B3,438,2018,7,Tuesday,16,TALBOT AVE
Motor Vehicle Accident Response,B3,438,2018,7,Tuesday,16,TALBOT AVE
Vandalism,A1,75,2018,7,Tuesday,15,FRIEND ST
Drug Violation,C6,192,2018,7,Tuesday,16,LIBERTY PL
Investigate Property,D4,130,2018,7,Tuesday,16,SAINT JAMES AVE
Investigate Person,B2,265,2018,7,Tuesday,16,BLUE HILL AVE
Investigate Property,B2,330,2018,7,Tuesday,14,BLUE HILL AVE
Liquor Violation,B2,288,2018,7,Tuesday,16,MALCOLM X BLVD
Other,B2,288,2018,7,Tuesday,16,MALCOLM X BLVD
Investigate Person,B3,464,2018,7,Tuesday,14,FABYAN ST
Police Service Incidents,E5,671,2018,7,Tuesday,14,MENDUM ST
Aggravated Assault,B3,431,2018,7,Tuesday,15,ARBUTUS ST
Property Lost,B3,476,2018,7,Tuesday,16,BLUE HILL AVE
Motor Vehicle Accident Response,B2,329,2018,7,Tuesday,1,DEVON ST
Investigate Property,C6,230,2018,7,Tuesday,14,K ST
Simple Assault,B3,444,2018,7,Tuesday,16,VESTA RD
Medical Assistance,C6,915,2018,7,Tuesday,15,CARMODY CT
Verbal Disputes,E18,541,2018,7,Tuesday,15,RESERVATION RD
Property Found,E13,652,2018,7,Tuesday,15,ARBORWAY
Motor Vehicle Accident Response,E18,530,2018,7,Tuesday,14,W MILTON ST
Medical Assistance,B2,318,2018,7,Tuesday,15,BROOKLEDGE ST
Verbal Disputes,D4,164,2018,7,Tuesday,15,PERRY ST
Simple Assault,D4,164,2018,7,Tuesday,15,PERRY ST
Vandalism,B3,469,2018,7,Tuesday,15,TENNIS RD
Medical Assistance,C6,188,2018,7,Tuesday,14,BOSTON ST
Property Lost,A1,61,2018,7,Tuesday,14,LEGENDS WAY
Medical Assistance,E18,499,2018,7,Tuesday,14,HYDE PARK AVE
Simple Assault,D4,179,2018,7,Tuesday,14,MELNEA CASS BLVD
Towed,E13,574,2018,7,Tuesday,15,WASHINGTON ST
Verbal Disputes,E5,822,2018,7,Tuesday,14,WILLERS ST
Medical Assistance,A1,92,2018,7,Tuesday,12,COURT ST
Harassment,B2,280,2018,7,Tuesday,14,PALMER ST
Motor Vehicle Accident Response,D4,167,2018,7,Tuesday,15,E CANTON ST
Robbery,A1,97,2018,7,Tuesday,14,SCHOOL ST
Investigate Person,B2,323,2018,7,Tuesday,14,WARREN ST
Simple Assault,E18,493,2018,7,Tuesday,14,RIVER ST
Larceny,D4,625,2018,7,Monday,12,PARK DR
Larceny,C6,914,2018,7,Tuesday,13,DR. MICHAEL GAVIN WAY
Vandalism,E5,822,2018,6,Friday,16,GEORGETOWNE DR
Larceny,B3,406,2018,7,Tuesday,14,RIVER ST
Larceny,C11,255,2018,7,Tuesday,13,DORCHESTER AVE
Investigate Person,E18,503,2018,7,Tuesday,13,AMERICAN LEGION HWY
Larceny From Motor Vehicle,C11,245,2018,7,Tuesday,1,SYDNEY ST
Property Lost,B2,329,2018,7,Sunday,18,BLUE HILL AVE
Investigate Person,A15,58,2018,7,Tuesday,14,DUNSTABLE ST
Verbal Disputes,A15,58,2018,7,Tuesday,14,DUNSTABLE ST
Larceny From Motor Vehicle,B2,300,2018,7,Tuesday,13,THORNTON ST
Other,B2,258,2018,7,Tuesday,13,MONADNOCK ST
Verbal Disputes,B2,264,2018,7,Tuesday,13,GAYLAND ST
Fraud,A1,94,2018,5,Saturday,2,STATE ST
Motor Vehicle Accident Response,C6,207,2018,7,Tuesday,13,NORTHERN AVE
Verbal Disputes,B3,429,2018,7,Tuesday,14,NORFOLK ST
Larceny From Motor Vehicle,D14,781,2018,7,Tuesday,13,DUSTIN ST
Investigate Person,E5,552,2018,7,Monday,12,HEMMAN ST
Medical Assistance,E13,572,2018,7,Tuesday,13,CHILCOTT PL
Auto Theft,D4,167,2018,7,Tuesday,14,
Larceny,D4,167,2018,7,Tuesday,14,
Harassment,A1,108,2018,5,Wednesday,0,HIGH ST
Motor Vehicle Accident Response,D14,784,2018,7,Tuesday,14,WARREN ST
Larceny From Motor Vehicle,A7,21,2018,7,Tuesday,1,BROOKS ST
Motor Vehicle Accident Response,E5,691,2018,6,Monday,14,REDLANDS RD
Simple Assault,D4, ,2018,7,Tuesday,12,MARLBOROUGH ST
Investigate Property,D4,152,2018,7,Tuesday,13,TREMONT ST
Motor Vehicle Accident Response,A15,50,2018,7,Tuesday,13,RUTHERFORD AVE
Medical Assistance,B2, ,2018,7,Tuesday,13,BROOKLINE AVE
Residential Burglary,A1,128,2018,6,Thursday,22,BERKELEY ST
Vandalism,C11,347,2018,7,Monday,19,LINDEN ST
Motor Vehicle Accident Response,E13,304,2018,7,Tuesday,12,COLUMBUS AVE
Fraud,D4,136,2018,4,Wednesday,0,COMMONWEALTH AVE
Vandalism,C11,355,2018,7,Tuesday,9,BISPHAM ST
Investigate Property,D4,131,2018,7,Tuesday,13,BEACON ST
Medical Assistance,E13,574,2018,7,Monday,13,WASHINGTON ST
Residential Burglary,E13,579,2018,7,Tuesday,7,CHESTNUT AVE
Simple Assault,D4,134,2018,7,Tuesday,12,BOYLSTON ST
Other,D4,134,2018,7,Tuesday,12,BOYLSTON ST
Motor Vehicle Accident Response,, ,2018,7,Tuesday,11,
Vandalism,C6,914,2018,7,Tuesday,11,DORCHESTER AVE
Residential Burglary,E18,480,2018,7,Tuesday,12,FAIRLAWN AVE
Vandalism,E18,480,2018,7,Tuesday,12,FAIRLAWN AVE
Aggravated Assault,E18,480,2018,7,Tuesday,12,FAIRLAWN AVE
Harbor Related Incidents,A1, ,2018,7,Monday,11,BOSTON HARBOR
Warrant Arrests,B2,280,2018,7,Tuesday,12,MARTIN LUTHER KING JR BLV
Medical Assistance,B2,287,2018,7,Tuesday,12,WASHINGTON ST
Simple Assault,C11,398,2018,7,Tuesday,12,TALBOT AVE
Motor Vehicle Accident Response,A15,50,2018,7,Tuesday,8,RUTHERFORD AVE
Towed,D14,793,2018,7,Tuesday,11,BRAINERD RD
Motor Vehicle Accident Response,B3,422,2018,7,Tuesday,10,RIVER ST
Motor Vehicle Accident Response,E5, ,2018,7,Tuesday,6,UKRAINE WAY
Motor Vehicle Accident Response,C11,240,2018,7,Monday,20,COLUMBIA RD
Investigate Person,A1,92,2018,7,Tuesday,9,CITY HALL PLZ
Property Lost,B2,265,2018,7,Monday,18,PERRIN ST
Vandalism,C6,186,2018,7,Tuesday,10,MASSACHUSETTS AVE
Fraud,D4,162,2018,5,Wednesday,17,WASHINGTON ST
Motor Vehicle Accident Response,B3,565,2018,7,Tuesday,11,WALK HILL ST
Motor Vehicle Accident Response,B3,565,2018,7,Tuesday,11,WALK HILL ST
Police Service Incidents,D4,284,2018,5,Tuesday,14,RUGGLES ST
Vandalism,E13,574,2018,7,Monday,21,ASHMONT ST
Verbal Disputes,C11,334,2018,7,Tuesday,10,QUINCY ST
Medical Assistance,B3,457,2018,7,Tuesday,10,BRADSHAW ST
Motor Vehicle Accident Response,B2,311,2018,7,Monday,19,MAYWOOD ST
Drug Violation,C6,175,2018,7,Tuesday,11,SOUTHAMPTON ST
Medical Assistance,B2,239,2018,7,Tuesday,11,DUDLEY ST
Motor Vehicle Accident Response,D4,128,2018,7,Tuesday,10,BERKELEY ST
Drug Violation,A1,117,2018,7,Tuesday,10,BOYLSTON ST
Drug Violation,A1,117,2018,7,Tuesday,10,BOYLSTON ST
Drug Violation,A1,117,2018,7,Tuesday,10,BOYLSTON ST
Larceny,B3,565,2018,7,Monday,13,CATBIRD CT
Other,A1,102,2018,7,Tuesday,10,WASHINGTON ST
Motor Vehicle Accident Response,A1, ,2018,7,Tuesday,11,CONGRESS ST
Motor Vehicle Accident Response,E5,561,2018,7,Tuesday,9,JOHNSWOOD RD
Vandalism,D14,768,2018,7,Tuesday,10,GOODENOUGH ST
Vandalism,E18,542,2018,7,Tuesday,10,OAK PL
Investigate Person,E18,542,2018,7,Tuesday,10,OAK PL
Property Lost,D4,170,2018,7,Tuesday,9,WASHINGTON ST
Auto Theft Recovery,B2,290,2018,7,Tuesday,9,TREMONT ST
License Violation,B2,587,2018,7,Tuesday,10,PARKER ST
Towed,D4,130,2018,7,Tuesday,9,STUART ST
Vandalism,A7,27,2018,7,Tuesday,9,LEWIS ST
Medical Assistance,D4,146,2018,7,Tuesday,10,W NEWTON ST
Simple Assault,B3,465,2018,6,Friday,21,RHOADES ST
Harassment,B3,465,2018,6,Friday,21,RHOADES ST
Larceny,C6, ,2018,7,Tuesday,6,JAN KARSKI WAY
Simple Assault,D4,270,2018,7,Tuesday,9,ALBANY ST
Motor Vehicle Accident Response,B3,445,2018,6,Saturday,17,GLENWAY ST
Investigate Person,E5,941,2018,7,Tuesday,9,BROOKWAY RD
Offenses Against Child / Family,E5,550,2018,7,Tuesday,8,BLUE LEDGE DR
Other,A1, ,2018,7,Tuesday,9,
Prisoner Related Incidents,B2,262,2018,7,Tuesday,9,BLUE HILL AVE
Towed,B2,288,2018,7,Tuesday,9,WASHINGTON ST
Vandalism,C11,364,2018,6,Tuesday,18,GINITA ST
Assembly or Gathering Violations,E13,578,2018,7,Tuesday,8,CENTRE ST
Motor Vehicle Accident Response,E18,485,2018,7,Tuesday,8,MATTAKEESET ST
Verbal Disputes,B2,267,2018,7,Tuesday,8,MOUNT PLEASANT AVE
Verbal Disputes,A7,824,2018,7,Tuesday,0,LEXINGTON ST
Towed,E13,640,2018,7,Tuesday,8,CHESHIRE ST
Police Service Incidents,A15,41,2018,7,Tuesday,8,VINE ST
Other,B3,436,2018,7,Monday,21,NORFOLK ST
Commercial Burglary,B3,436,2018,7,Monday,21,NORFOLK ST
Auto Theft,B3,437,2018,7,Tuesday,7,BALINA PL
Investigate Property,D4,130,2018,7,Tuesday,8,SAINT JAMES AVE
Motor Vehicle Accident Response,E13,304,2018,7,Tuesday,6,BRAGDON ST
Medical Assistance,A7,29,2018,7,Tuesday,6,ORLEANS ST
Motor Vehicle Accident Response,D4, ,2018,7,Tuesday,7,ALBANY ST
Investigate Person,B3,427,2018,7,Tuesday,8,EVELYN ST
Investigate Property,D4,619,2018,7,Tuesday,8,MASSACHUSETTS AVE
Medical Assistance,A7,3,2018,7,Tuesday,6,BENNINGTON ST
Investigate Property,D4,131,2018,7,Tuesday,7,BEACON ST
Other,B2,307,2018,7,Tuesday,7,COBDEN ST
Other,B3,432,2018,6,Thursday,15,MASCOT ST
Drug Violation,B2, ,2018,7,Tuesday,7,BLUE HILL AVE
Other,B3,427,2018,7,Monday,13,NORFOLK ST
Motor Vehicle Accident Response,B2,329,2018,7,Tuesday,6,GENEVA AVE
Towed,B3,427,2018,7,Tuesday,5,WILMORE ST
Medical Assistance,D4,594,2018,7,Tuesday,5,HUNTINGTON AVE
Larceny From Motor Vehicle,E13,303,2018,7,Monday,14,BRAGDON ST
Other,E18,501,2018,7,Tuesday,5,HYDE PARK AVE
Aggravated Assault,B2,309,2018,7,Tuesday,4,DALE ST
Simple Assault,A1, ,2018,7,Tuesday,2,ATLANTIC AVE
Other,D4,619,2018,7,Tuesday,2,WESTLAND AVE
Motor Vehicle Accident Response,D4,619,2018,7,Tuesday,2,WESTLAND AVE
Verbal Disputes,B3,425,2018,7,Tuesday,1,FREMONT ST
Drug Violation,D14,814,2018,7,Tuesday,1,CAMBRIDGE ST
Investigate Property,B2,314,2018,7,Tuesday,1,HUMBOLDT AVE
Medical Assistance,C6,205,2018,7,Tuesday,2,SUMMER ST
Medical Assistance,B2,602,2018,7,Tuesday,1,HUNTINGTON AVE
Warrant Arrests,D4,624,2018,7,Tuesday,1,BOYLSTON ST
Assembly or Gathering Violations,A1,88,2018,7,Tuesday,1,HANOVER ST
Firearm Violations,C11,351,2018,7,Tuesday,1,LINCOLN ST
Drug Violation,C11,351,2018,7,Tuesday,1,LINCOLN ST
Violations,C11,351,2018,7,Tuesday,1,LINCOLN ST
Drug Violation,C11,351,2018,7,Tuesday,1,LINCOLN ST
Drug Violation,C11,351,2018,7,Tuesday,1,LINCOLN ST
Other,C11,351,2018,7,Tuesday,1,LINCOLN ST
Simple Assault,C6,226,2018,7,Tuesday,1,E BROADWAY
Verbal Disputes,B2,309,2018,7,Tuesday,0,N CHARLAME CT
Liquor Violation,A1,119,2018,7,Tuesday,0,TREMONT ST
Other,A1,119,2018,7,Tuesday,0,TREMONT ST
Drug Violation,A1,119,2018,7,Tuesday,0,TREMONT ST
Other,A1,119,2018,7,Tuesday,0,TREMONT ST
Robbery,C11,334,2018,7,Monday,23,HENDRY ST
Verbal Disputes,B3,432,2018,7,Monday,23,BALLOU AVE
Larceny,C11,462,2018,7,Monday,23,BOWDOIN ST
Towed,D4,271,2018,7,Monday,23,REED ST
Vandalism,A7,25,2018,7,Monday,23,WHITE ST
Medical Assistance,B2,326,2018,7,Monday,23,INTERVALE ST
Ballistics,C11,357,2018,7,Monday,23,DAKOTA ST
Simple Assault,C11,356,2018,7,Monday,23,FAULKNER CIR
Larceny From Motor Vehicle,B3,419,2018,6,Wednesday,23,CAPEN ST
Medical Assistance,E5,720,2018,7,Monday,23,TEMPLE ST
Motor Vehicle Accident Response,D4,131,2018,7,Monday,22,BEACON ST
Disorderly Conduct,C6,936,2018,7,Monday,22,CROWLEY-ROGERS WAY
Medical Assistance,A7,22,2018,7,Monday,21,PARIS ST
Auto Theft,B2,326,2018,7,Monday,22,BLUE HILL AVE
Auto Theft,A1,116,2018,7,Monday,18,BEACH ST
Towed,A1,116,2018,7,Monday,18,BEACH ST
License Violation,D4,150,2018,7,Monday,22,COLUMBUS AVE
Drug Violation,C11,461,2018,7,Monday,21,BOWDOIN AVE
Verbal Disputes,B2,316,2018,7,Monday,21,RUTHVEN ST
License Violation,D4,128,2018,7,Monday,22,BERKELEY ST
Aggravated Assault,C11, ,2018,7,Monday,22,
Larceny,C6,914,2018,7,Monday,21,
Harassment,A1,92,2018,7,Monday,18,COURT ST
Property Lost,E18,520,2018,7,Sunday,22,HARVARD AVE
Investigate Property,B2, ,2018,7,Monday,21,MARTIN LUTHER KING JR BLV
Firearm Violations,A1,111,2018,7,Monday,21,TREMONT ST
Medical Assistance,A1,111,2018,7,Monday,20,TREMONT ST
Medical Assistance,E5,680,2018,7,Monday,21,COHASSET ST
Medical Assistance,C6,193,2018,7,Monday,20,OLD COLONY AVE
Medical Assistance,C11,254,2018,7,Monday,20,DORCHESTER AVE
Investigate Person,D4,143,2018,7,Monday,20,HUNTINGTON AVE
Investigate Person,C11,406,2018,7,Monday,19,ADAMS ST
Investigate Person,C11,241,2018,7,Monday,19,SUMNER ST
Motor Vehicle Accident Response,A15,48,2018,7,Monday,20,ALFORD ST
Drug Violation,D4,620,2018,7,Monday,20,BOYLSTON ST
Investigate Person,C11,933,2018,7,Monday,19,WASHINGTON ST
Investigate Person,C11,387,2018,6,Saturday,18,BEARSE AVE
Towed,A7,26,2018,7,Monday,20,BORDER ST
Violations,A7,26,2018,7,Monday,20,BORDER ST
Warrant Arrests,B2,611,2018,7,Monday,20,HUNTINGTON AVE
Larceny From Motor Vehicle,A1,75,2018,7,Monday,20,CAUSEWAY ST
Simple Assault,C11,356,2018,7,Monday,19,GENEVA AVE
Disorderly Conduct,C11,356,2018,7,Monday,19,GENEVA AVE
Larceny From Motor Vehicle,C11,823,2018,7,Monday,18,WINDERMERE RD
Verbal Disputes,C11,336,2018,7,Monday,19,OLNEY ST
Simple Assault,C11, ,2018,7,Monday,19,GENEVA AVE
Robbery,B2,320,2018,7,Monday,19,BLUE HILL AVE
Auto Theft,C11,337,2018,7,Monday,19,OLNEY ST
Property Lost,A1,103,2018,7,Monday,9,SCHOOL ST
Restraining Order Violations,B3,467,2018,7,Monday,3,WESTMORE RD
Towed,B3,420,2018,7,Monday,17,W SELDEN ST
Motor Vehicle Accident Response,A1, ,2018,7,Monday,18,NORTH ST
Larceny,A1, ,2018,6,Friday,8,ROWES WHRF
Motor Vehicle Accident Response,E13,574,2018,7,Monday,19,GREEN ST
Investigate Person,D4,145,2018,7,Monday,19,HUNTINGTON AVE
Verbal Disputes,C11,364,2018,7,Monday,18,CENTRE ST
Ballistics,C6,936,2018,7,Monday,19,DALESSIO CT
Other,B2,280,2018,7,Monday,19,WARREN ST
Police Service Incidents,D4,172,2018,7,Monday,18,ALBANY ST
Vandalism,D14,811,2018,7,Monday,17,EVERETT ST
Property Lost,D4,598,2018,7,Sunday,19,MASSACHUSETTS AVE
Larceny,A1,86,2018,6,Thursday,20,STILLMAN ST
Towed,C11,249,2018,7,Monday,18,SAXTON ST
Warrant Arrests,A1,111,2018,7,Monday,18,TREMONT ST
Missing Person Reported,B3,476,2018,7,Monday,13,REGIS RD
Missing Person Located,B3,476,2018,7,Monday,13,REGIS RD
Larceny,A1,113,2018,7,Monday,9,SUMMER ST
Police Service Incidents,E5,664,2018,7,Monday,17,DELFORD ST
Investigate Property,C11,367,2018,7,Monday,17,ROSSELERIN RD
Vandalism,D14, ,2018,7,Monday,18,ALLSTON ST
Residential Burglary,A1,81,2018,7,Monday,18,JACKSON AVE
Motor Vehicle Accident Response,E18,527,2018,7,Monday,9,HAMILTON ST
Drug Violation,C11,364,2018,7,Monday,18,CENTRE ST
Restraining Order Violations,B2,183,2018,7,Monday,16,CLIFTON ST
Police Service Incidents,C6,178,2018,7,Monday,17,MASSACHUSETTS AVE
Simple Assault,B3,943,2018,7,Monday,16,WOODBOLE AVE
Larceny,C6,175,2018,6,Friday,5,SOUTHAMPTON ST
Larceny,A1,117,2018,7,Monday,17,BOYLSTON ST
Medical Assistance,C11,249,2018,7,Monday,16,SYDNEY ST
Search Warrants,E13,581,2018,7,Monday,12,CENTRE ST
Motor Vehicle Accident Response,A1, ,2018,7,Monday,16,
Larceny,C11,254,2018,7,Monday,17,DORCHESTER AVE
Investigate Person,B3,466,2018,7,Monday,16,GOODALE RD
Auto Theft,C6,211,2018,7,Monday,17,E ST
Drug Violation,C11,355,2018,7,Monday,17,GIBSON ST
Other,A15, ,2018,7,Monday,15,BUNKER HILL INDUSTRIAL PA
Investigate Person,B2,318,2018,2,Thursday,0,ELM HILL AVE
Medical Assistance,E13,574,2018,7,Monday,12,WASHINGTON ST
Medical Assistance,E13,574,2018,7,Monday,12,WASHINGTON ST
Medical Assistance,E13,574,2018,7,Monday,17,UNION SQ
Drug Violation,B2,280,2018,7,Monday,16,WASHINGTON ST
Simple Assault,E18,533,2018,7,Monday,16,RIVER ST
Medical Assistance,D14, ,2018,7,Monday,16,COMMONWEALTH AVE
Harassment,C11,387,2018,7,Monday,17,BUTLER ST
Restraining Order Violations,C6,228,2018,7,Monday,15,E FIFTH ST
Fire Related Reports,B3, ,2018,7,Monday,15,BABSON ST
Fraud,A1,66,2018,6,Saturday,19,GROVE ST
Larceny,A1,68,2018,7,Monday,15,CAMBRIDGE ST
Property Lost,D4,149,2018,6,Sunday,14,YARMOUTH PL
Motor Vehicle Accident Response,D4,285,2018,7,Sunday,19,TREMONT ST
Fraud,E5,732,2018,7,Sunday,14,PERHAM ST
Fraud,D14,777,2018,6,Wednesday,16,MONASTERY RD
Recovered Stolen Property,C11,337,2018,7,Monday,12,EVERTON ST
Other,C11,337,2018,7,Monday,12,EVERTON ST
Other,C11,337,2018,7,Monday,12,EVERTON ST
Violations,C11,337,2018,7,Monday,12,EVERTON ST
Drug Violation,C11,337,2018,7,Monday,12,EVERTON ST
Search Warrants,E13,574,2018,7,Monday,12,WASHINGTON ST
Motor Vehicle Accident Response,E13, ,2018,7,Monday,15,ARBORWAY
Drug Violation,E13,912,2018,7,Monday,13,CENTRE ST
Towed,A1,66,2018,7,Monday,14,MYRTLE ST
Verbal Disputes,E13,570,2018,6,Saturday,11,ROCKVALE CIR
Vandalism,D14,754,2018,7,Sunday,13,BRAYTON RD
Prisoner Related Incidents,A1,77,2018,7,Monday,15,NEW SUDBURY ST
Medical Assistance,B2,268,2018,7,Monday,15,KEEGAN ST
Medical Assistance,C6,219,2018,7,Monday,15,GATES ST
Property Lost,D4, ,2018,7,Monday,15,COLUMBUS AVE
Drug Violation,A1,112,2018,7,Monday,14,HAYWARD PL
Drug Violation,A1,112,2018,7,Monday,14,HAYWARD PL
Drug Violation,A1,112,2018,7,Monday,14,HAYWARD PL
Drug Violation,A1,112,2018,7,Monday,14,HAYWARD PL
Drug Violation,A1,112,2018,7,Monday,14,HAYWARD PL
Larceny,C6,175,2018,7,Monday,9,SOUTHAMPTON ST
Vandalism,C11,436,2018,7,Monday,14,WASHINGTON ST
Investigate Person,A7,26,2018,6,Wednesday,14,BORDER ST
Investigate Property,E18,499,2018,6,Wednesday,17,NAVARRE ST
Fraud,A1,66,2018,5,Friday,5,GROVE ST
Vandalism,B3,943,2018,7,Monday,14,STANDARD ST
Drug Violation,C6,177,2018,7,Monday,14,MASSACHUSETTS AVE
Drug Violation,C6,177,2018,7,Monday,14,MASSACHUSETTS AVE
